created_at,text,screen_name,source,location,followers_count,friends_count,retweet_count,language,sentiment_polarity
Tue May 01 01:59:04 +0000 2018, bRT @CozeHQ: Our one pager will be live in a few hours! In the meantime always remember we\re all part of something big. Love the #Blockchai, Slobonmynob123, <a href=http://twitter.com/download/iphone rel=nofollow>Twitter for iPhone</a>, ,12,1392,0, en, Positive
Tue May 01 01:59:05 +0000 2018, bRT @JinbiToken: Our Pre-ICO sale opens 29th of May 2018. Registration is now OPEN. \\nhttps://t.co/QruckBlUWs \\n$eth #blockchain #preico #ico, HariyatiAmin, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, Altcoin World,7947,8106,0, id, Neutral
Tue May 01 01:59:07 +0000 2018, bRT @fixy_app: Dont miss this one life time chance to be a part of cryptocurrency mass adoption movement.\\n\\nIf you wish to get to know more, NuwanAluthgama, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, Sri Lanka,2010,4982,0, en, Positive
Tue May 01 01:59:08 +0000 2018, bRT @JimHarris: Mass Cryptocurrency Adoption Will Happen Faster Than People Think! BREAKING NEWS: Nasdaq CEO: Well Certainly Consider Bec, DigitalSurviva1, <a href=http://ludicmedia.de rel=nofollow>DigitalSurvival</a>, Berlin,1137,751,0, en, Positive
Tue May 01 01:59:08 +0000 2018, bRT @iamdevloper: Seeing job ads for Senior Blockchain Developers when the term was only popularised in 2016., harshwrdhanjain, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, ,23,123,0, en, Neutral
Tue May 01 01:59:10 +0000 2018, bRT @_Peculium: The Blockchain Daily Is out!\\nhttps://t.co/l5PuUr3GcP #Peculium #PCL #CryptoSavings #AI #fintech #Crypto #machinelearning //, taxbask, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,571,854,0, ru, Neutral
Tue May 01 01:59:10 +0000 2018, bRT @UserExperienceU: #Global #Digital #Consultancy Start-up Pt2 #Adjusted #Governance #Magic #Bullet #Futurist #IoT #BlockChain #Agile #Dev, hnkplwsglxh4111, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, ,0,0,0, en, Neutral
Tue May 01 01:59:12 +0000 2018, bRT @fixy_app: Fixy app has come to change this situation by efficiently facilitating the use and application of the cryptocurrenty and bloc, NuwanAluthgama, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, Sri Lanka,2010,4982,0, en, Neutral
Tue May 01 01:59:12 +0000 2018, bRT @UserExperienceU: #DigitalBusiness and #AI should use Hegelian Logic to find very different and valuable customer insights #Futurist #Io, ppkjxcvdfp72291, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, ,0,0,0, en, Neutral
Tue May 01 01:59:14 +0000 2018, bRT @UserExperienceU: #Getting into #User #Experience Part 2 #Futurist #IoT #BlockChain #Agile #DevOps  https://t.co/wxMdKo5rat https://t.co, bobbile31896648, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,0,0, en, Neutral
Tue May 01 01:59:16 +0000 2018, bRT @GilPlatform: Everything you need to know about Gilgamesh Platform is in this Infographic!     \\n\\nhttps://t.co/qfvK90v0qV\\n\\n#Bounty #ICO #, centroideverest, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,562,454,0, ru, Neutral
Tue May 01 01:59:16 +0000 2018, bRT @fixy_app: Hours before beginning of the ICO Process! \\n\\nJoin now to get 40% PRESALE BONUS! - https://t.co/FhCPdH8iW2\\n\\n#FixyNetworkRocks, NuwanAluthgama, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, Sri Lanka,2010,4982,0, en, Neutral
Tue May 01 01:59:18 +0000 2018, bRT @stratisplatform: Presenting our Smart Contracts in C# @Blockchain_Expo https://t.co/9ygF0RD8Qq by @codingupastorm @Microsoft #blockchai, ManojishRehaan, <a href=http://twitter.com/download/iphone rel=nofollow>Twitter for iPhone</a>, India,257,713,0, en, Positive
Tue May 01 01:59:19 +0000 2018, bRT @Alt_Estate: The #blockchain throws the doors wide open with possibilities in #realestate from real-time ledgers to full-on shared datab, jimmydavid10, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, Indonesia,333,844,0, id, Negative
Tue May 01 01:59:20 +0000 2018, bRT @Alt_Estate: The #blockchain throws the doors wide open with possibilities in #realestate from real-time ledgers to full-on shared datab, bitcoinbeeotch, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,1830,1934,0, en, Negative
Tue May 01 01:59:23 +0000 2018, bRT @UserExperienceU: #DigitalBusiness and #AI should use Hegelian Logic to find very different and valuable customer insights #Futurist #Io, hohensinner2245, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,0,0, en, Neutral
Tue May 01 01:59:24 +0000 2018, b@MikeQuindazzi Posted... \\nhttps://t.co/OLJs8j3Wf7, pbuckle1, <a href=https://ifttt.com rel=nofollow>IFTTT</a>, ,161,374,0, en, Neutral
Tue May 01 01:59:24 +0000 2018, bAs seen on @CryptovestMedia: Bringing Investment to the Individual with #SPINDLE. The Wild West feel of the [cry https://t.co/f2cCe9CGjO, SpindleZone, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,20628,8,0, en-gb, Positive
Tue May 01 01:59:27 +0000 2018, bRT @UserExperienceU: #Global #Digital #Consultancy Start-up Pt2 #Adjusted #Governance #Magic #Bullet #Futurist #IoT #BlockChain #Agile #Dev, shondra6443qq, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,0,0, es, Neutral
Tue May 01 01:59:29 +0000 2018, bRT @UserExperienceU: #Getting into #User #Experience Part 2 #Futurist #IoT #BlockChain #Agile #DevOps  https://t.co/wxMdKo5rat https://t.co, hnkplwsglxh4111, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, ,0,0,0, en, Neutral
Tue May 01 01:59:30 +0000 2018, bRT @justinsuntron: In two hours (9pm PST) I\ll be chatting live with @augama about the future of blockchain.  #TRONSR $TRX https://t.co/FmS, laurice23441837, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,21,0, en, Positive
Tue May 01 01:59:30 +0000 2018, bRT @justinsuntron: In two hours (9pm PST) I\ll be chatting live with @augama about the future of blockchain.  #TRONSR $TRX https://t.co/FmS, woodman_nakita, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,0,0, th, Positive
Tue May 01 01:59:32 +0000 2018, bRT @murthaburke: Free Shipping for Vitamins and Nutrition\s!! \\nhttps://t.co/0fezUzhlHY \\n#blockchain #cryptocurrency #crypto #ethereum #trap, steck1973, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,0,0, ru, Positive
Tue May 01 01:59:33 +0000 2018, bRT @gese_io: World Blockchain Summit in Moscow - we made a good use of that time. Alexey Pechkin presented #Gese project to a group of inte, nengtias11, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, ,856,1760,0, id, Positive
Tue May 01 01:59:35 +0000 2018, bRT @brickblock_io: Another fantastic meme from our community \\n\\n#TokenizeTheWorld #ICO #blockchain #finance #wallstreet #tokenization #Bric, _kimtakim, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, S 6��� 12 0 / E 106��,1981,255,0, en, Positive
Tue May 01 01:59:36 +0000 2018, b\RT @_Peculium: Don\\\t miss today\\\s Webinar Societal Impact of Peculium with our CCO @cryptorobby_ \\n\\nRegister &amp; check all our webinars  ht\, jefrizal98, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, simpang supra rohul,3366,4248,0, id, Neutral
Tue May 01 01:59:37 +0000 2018, bRT @murthaburke: Free Shipping for Vitamins and Nutrition\s!! \\nhttps://t.co/0fezUzhlHY \\n#blockchain #cryptocurrency #crypto #ethereum #trap, ppkjxcvdfp72291, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, ,0,0,0, en, Positive
Tue May 01 01:59:40 +0000 2018, bRT @PolySwarm: The moment is here: PolySwarm Alpha is complete! Head to @github to check it out: https://t.co/A8b0etGOk7\\n\\nStay tuned over t, ManojishRehaan, <a href=http://twitter.com/download/iphone rel=nofollow>Twitter for iPhone</a>, India,257,714,0, en, Positive
Tue May 01 01:59:42 +0000 2018, bRT @DigitizeCoin: #Digitize is the first #blockchain startup that allows you to convert your loose change and cash into #Cryptocurrency., ngcotrad, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,1816,1822,0, en, Positive
Tue May 01 01:59:43 +0000 2018, bRT @CoinsAirdrops: #Bitcoin #Satoshi #Earn_Money #cryptocurrency #blockchain #Airdrop\\nNew Airdrop #CoinPaws \\n\\n#CoinPaws #CPS combines IOT, CoinsAirdrops, <a href=https://mobile.twitter.com rel=nofollow>Mobile Web (M2)</a>, Blockchain,440,394,0, en, Neutral
Tue May 01 01:59:43 +0000 2018, bRT @CoinAirdropsAll: #Bitcoin #Satoshi #cryptocurrency #blockchain #Airdrop\\nNEW #AIRDROP-  5/5 stars\\n#PokemonGo - Decentralized, CoinAirdropsAll, <a href=https://mobile.twitter.com rel=nofollow>Mobile Web (M2)</a>, Blockchain,142,116,0, en, Neutral
Tue May 01 01:59:44 +0000 2018, bRT @TiffRoyal: Live @ https://t.co/RnwvEuRROc !!! Check my channel and start your week with some  naughty deeds!  @XotikaTV @RoyalTiffa, FUBAR_BDHR, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,204,373,0, en, Positive
Tue May 01 01:59:46 +0000 2018, b@123tony959 Hi Tony.\\n\\nWe see you are an ICO enthusiast. This is an Interesting article on how blockchain can protec https://t.co/NzeVrjT0lk, TokenMarketICO, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,2987,4771,0, en, Positive
Tue May 01 01:59:50 +0000 2018, bRT @_Peculium: The Blockchain Daily Is out!\\nhttps://t.co/l5PuUr3GcP #Peculium #PCL #CryptoSavings #AI #fintech #Crypto #machinelearning //, jefrizal98, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, simpang supra rohul,3366,4248,0, id, Neutral
Tue May 01 01:59:57 +0000 2018, bRT @NimbusToken: The @NimbusToken Platform can be used for almost any business project. Stores can use the platform to raise money by selli, _kimtakim, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, S 6��� 12 0 / E 106��,1981,255,0, en, Neutral
Tue May 01 01:59:58 +0000 2018, bRT @justinsuntron: Livestream with Taiwan legislator and #blockchain advocate Jason Hsu @augama will take place tonight at 9pm PST. Link co, britteny8026ko, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,0,0, pt, Neutral
Tue May 01 01:59:59 +0000 2018, bRT @SpindleZone: As seen on @CryptovestMedia: Bringing Investment to the Individual with #SPINDLE. The Wild West feel of the [crypto] ma, entorbit, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, 0x5cb41E543247edD43fDeA135AEA6b3a2f17e0502,7638,3061,0, en, Positive
Tue May 01 02:00:00 +0000 2018, bPreVUE Blockchain to Airdrop 8 million SDA Tokens https://t.co/MIG2CiaagV, dano8012, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,1,6,0, pt, Neutral
Tue May 01 02:00:00 +0000 2018, bAMD CEO: Blockchain is a Distraction in the Short Term https://t.co/ZbY2hNyM1J, bitpinas, <a href=http://bufferapp.com rel=nofollow>Buffer</a>, Manila,267,63,0, en, Neutral
Tue May 01 02:00:01 +0000 2018, bFuloos coin is a online payment platform where you can do online shopping with different merchants . Team are addin https://t.co/bxWTBy6MCE, angelaImarie, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, philippines,6333,6092,0, en, Neutral
Tue May 01 02:00:01 +0000 2018, bThe mayor of #Seoul said: the new #cryptocurrency S-Coin will be created specifically for the city. It will be used https://t.co/MUxW0jZS6q, Aury54485412, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, Kota Banda Aceh,4217,4991,0, id, Positive
Tue May 01 02:00:02 +0000 2018, bRT @Play_BrainerZ: Crypto Universe reviews BrainerZ: The First Blockchain Playground for Social Games!! \\n\\nWatch now ==&gt; https://t.co/vOY, De_MerryK, <a href=http://bufferapp.com rel=nofollow>Buffer</a>, Riyadh,2814,2900,0, en, Positive
Tue May 01 02:00:02 +0000 2018, bRT @justinsuntron: BitcoinWorld will be running for #TronSR! @bitcoinworldinc is a blockchain-based Internet finance company that provides, delores14333859, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,40,0, en, Neutral
Tue May 01 02:00:03 +0000 2018, bSoftware Engineers. (C++ or C#). Reading - XIST4 IT LIMITED - [  More Info  https://t.co/nVUdAsrCOd ]  #C# #jobs https://t.co/3XeoMRxsXe, codingjobsuk, <a href=http://www.waseemly.com rel=nofollow>SocialTweetHP</a>, United Kingdom,17,2,0, en, Positive
Tue May 01 02:00:04 +0000 2018, b\Fear and HODLing at MIT: Blockchain Experts Weigh Impact of SEC Action - #bitcoin #ethereum #litecoin https://t.co/8GSWNHo6mT\, cryptoaudio, <a href=https://cryptoaud.io rel=nofollow>CryptoAudio</a>, ,34,38,0, it, Neutral
Tue May 01 02:00:02 +0000 2018, bRT @MsxNetwork: #AIRDROP NOW OPEN!\\n\\nPHASE II for #ELF Token Holder\\n\\nhttps://t.co/8Mbvhqbvem \\n\\n#microstack #bitcoin #ethereum #blockchain #, annualaurora, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,528,696,0, ru, Neutral
Tue May 01 02:00:05 +0000 2018, bRT @Kora_Network: Our co-founder Maomao Hu was speaking on the panel at the Blockchain Disruptor Conference in NYC about improving partners, Lotus_Maze, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, ,2485,3591,0, en, Neutral
Tue May 01 02:00:08 +0000 2018, b#YOYOW - Sharp decrease 1h: -8.8% V: 11.6M$\\n\\nSubscribers have been notified 1 hour ago via https://t.co/mfcT6cyBbr https://t.co/yb3o8ylqq9, coinalert_live, <a href=https://www.conialert.live rel=nofollow>Coinalert.live</a>, ,193,161,0, tr, Negative
Tue May 01 02:00:09 +0000 2018, bRT @UserExperienceU: #UbiNET Inc. expands into Florida to deliver #UbiNETPlatform #Futurist #IoT #BlockChain #Agile #DevOps  https://t.co/P, bernas2308, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,0,0, th, Neutral
Tue May 01 02:00:07 +0000 2018, b$BTC : -0.92% 9002$\\nTop (last h):\\n$BRM : +15.84% 1102st\\n$SXDT : +15.52% 4995st\\n$XP : +13.33% 2st\\n$KBR : +12.06% https://t.co/ddUJknVK5n, CryptoPriceCall, <a href=https://twitter.com/OneCryptoCall rel=nofollow>onehourcrypto</a>, Decentralized,1943,120,0, en, Negative
Tue May 01 02:00:09 +0000 2018, b#LosAngeles Tech: L.A. startup aims to disrupt the supply chain industry with #blockchain https://t.co/kIjY6LNRMJ | https://t.co/CslnqFNdlE, PISouthLA, <a href=http://www.hootsuite.com rel=nofollow>Hootsuite</a>, ,157,117,0, en, Neutral
Tue May 01 02:00:10 +0000 2018, bThe price of #BinanceCoin at 02:00:09 UTC is 13.75 USD (-7.99%). Market rank is 21. $BNB #blockchain https://t.co/tU2ukxuPjZ, BNB_Price, <a href=https://www.google.com rel=nofollow>BNB Price</a>, ,46,3,0, en-gb, Negative
Tue May 01 02:00:10 +0000 2018, bRT @JosephSteinberg:  Is your cryptocurrency at risk of being stolen? \\n\\nhttps://t.co/Ub4FhsITLK\\n\\n#CyberSecurity #InfoSec #cryptocurrenc, CryptoInsanity, <a href=http://doggd.com rel=nofollow>Doggd</a>, Pluto,2419,4031,0, en, Neutral
Tue May 01 02:00:10 +0000 2018, bThe price of #Qtum at 02:00:09 UTC is 21.41 USD (-13.86%). Market rank is 18. $QTUM #blockchain #cryptocurrency https://t.co/X6hjfz1rX0, QtumPrice, <a href=https://www.google.com rel=nofollow>Qtum Price Bot</a>, ,45,3,0, en-gb, Negative
Tue May 01 02:00:10 +0000 2018, bThe price of #Ardor at 02:00:09 UTC is 0.38 USD (-7.79%). Market rank is 60. $ARDR #blockchain #cryptocurrency https://t.co/rahkrGM9N9, ArdorPrice, <a href=https://www.google.com rel=nofollow>Ardor Price Bot</a>, ,53,4,0, en-gb, Negative
Tue May 01 02:07:50 +0000 2018, bRT @DigitizeCoin: #Digitize is the first #blockchain startup that allows you to convert your loose change and cash into #Cryptocurrency., EEliwan, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, Rio de Janeiro,5974,4411,0, pt, Positive
Tue May 01 02:07:51 +0000 2018, bRT @ExtrabitLtd: UNICEF is fundraising through in-browser cryptocurrency mining - Another reason why this industry is here to stay !  https, EgitoShintaro, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,7444,8025,0, id, Neutral
Tue May 01 02:07:53 +0000 2018, bRT @CoinMetro: #follow us today: https://t.co/4wq3nxOKys  get the password from inside the group and join our #CoinMetro #Airdrop Reloaded!, nestlestrangely, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,541,808,0, ru, Neutral
Tue May 01 02:07:54 +0000 2018, bRT @SpindleZone: As seen on @CryptovestMedia: Bringing Investment to the Individual with #SPINDLE. The Wild West feel of the [crypto] ma, nsdelpitiya, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, United States,5834,2685,0, en, Positive
Tue May 01 02:07:55 +0000 2018, bRT @SKYFchain: We would like to visit Malaysia in May. We are searching for people to help us to make it happen there. Please send an email, Sinramjan, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,3522,4968,0, en, Neutral
Tue May 01 02:07:55 +0000 2018, bRT @stratisplatform: Presenting our Smart Contracts in C# @Blockchain_Expo https://t.co/9ygF0RD8Qq by @codingupastorm @Microsoft #blockchai, Crypticomo, <a href=http://twitter.com/download/iphone rel=nofollow>Twitter for iPhone</a>, ,123,102,0, en, Positive
Tue May 01 02:07:57 +0000 2018, bRT @UserExperienceU: Website #help and #support systems should #avoid #FAQ #Futurist #IoT #BlockChain #Agile #DevOps  https://t.co/1TGxsQZj, mjfamgrcuka6051, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, ,0,51,0, en, Neutral
Tue May 01 02:07:58 +0000 2018, bRT @UserExperienceU: #IoT #Ecosystems require #Ontologies of your #Products and #Services #Futurist #IoT #BlockChain #Agile #DevOps  https:, g21krnA7IB9JB4q, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, ,0,40,0, en, Neutral
Tue May 01 02:08:00 +0000 2018, bRT @pushpendrakum: Saudi Arabia is reportedly going to heavily incorporate blockchain &amp; smart contracts into their energy businesses.\\n\\nThis, i_mabhi07, <a href=https://mobile.twitter.com rel=nofollow>Twitter Lite</a>, India,13,33,0, en, Positive
Tue May 01 02:08:00 +0000 2018, bMBK to Launch ICO Consulting Business\\nhttps://t.co/tPx0ZE4a72\\nICO Consulting via New Subsidiary\\nIssuing MBK Coin https://t.co/ajKucmOuMs, tokennewshk, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,143,1,0, en, Positive
Tue May 01 02:08:03 +0000 2018, bRT @justinsuntron: Excited to have https://t.co/FyhmMfKF7r onboard! Game faces on! #TRONSR #TRON $TRX  #TRX #GTC $GTC https://t.co/BAUUsdeS, jesicamaglion10, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,21,0, en, Negative
Tue May 01 02:08:04 +0000 2018, bRT @REAL_EVOLIVE: Meet our team on Workshop ICOZAVOD in Kazan 7 - 10 march. We will be glad to see your and answer on all your questions. J, Thony4741, <a href=https://mobile.twitter.com rel=nofollow>Twitter Lite</a>, Philippines,1119,3091,0, en, Positive
Tue May 01 02:08:05 +0000 2018, bRT @murthaburke: Free Shipping for Vitamins and Nutrition\s!! \\nhttps://t.co/0fezUzhlHY \\n#blockchain #cryptocurrency #crypto #ethereum #trap, tashalischer4, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,0,0, en, Positive
Tue May 01 02:08:05 +0000 2018, bRT @movies_chain: Making a #movie used to mean having to have a lot of equipment to shoot and then edit it. All that equipment costs money, LisnayunGulea, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ����������,746,590,0, ru, Negative
Tue May 01 02:08:05 +0000 2018, bRT @LibertyLanceoff: Only two days left in the Future Blockchain Summit 2018 held in Dubai hosted by the Smart Dubai. Meet the LibertyLance, Bam081612, <a href=https://mobile.twitter.com rel=nofollow>Twitter Lite</a>, Garita Cabagan Isabela,104,395,0, en, Positive
Tue May 01 02:08:08 +0000 2018, bRT @mickjr_jr: I will be picking the winner right away!!! So I can start a new giveaway!!! \\nstay tuned for the winner and get your addresse, PreneurGrace, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, ,411,1315,0, en, Positive
Tue May 01 02:08:10 +0000 2018, bRT @murthaburke: Free Shipping for Vitamins and Nutrition\s!! \\nhttps://t.co/0fezUzhlHY \\n#blockchain #cryptocurrency #crypto #ethereum #trap, fnlhfwgpwx134u, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,1,67,0, en, Positive
Tue May 01 02:08:11 +0000 2018, bWemark embeds blockchain in stock photography to connect artists directly with customers https://t.co/tHeKG392Pe, glenfmarshall, <a href=http://www.crowdfireapp.com rel=nofollow>Crowdfire - Go Big</a>, Pennsylvania,1804,1171,0, en, Positive
Tue May 01 02:08:11 +0000 2018, b@BruhReport lmaooo...Bitcoin isn\t a scam.  Clearly you don\t know anything about the blockchain smh., HodlLove, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, MOON,101,156,0, en, Positive
Tue May 01 02:08:11 +0000 2018, bThe latest The Bitcoin Daily! https://t.co/byvuGsPzw6 #bitcoin #blockchain, MichaelVonIrvin, <a href=http://paper.li rel=nofollow>Paper.li</a>, digitalcontentmarketinginstitute.com,153732,148890,0, en, Positive
Tue May 01 02:08:13 +0000 2018, bRT @HikariBlue: The Four New Rules of Digital Business {Infographic}\\n\\n#IoT #bigdata #fintech #sales #API #blockchain #Martech #SupplyChain, shenoybr, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, Global Village,682,3019,0, en, Positive
Tue May 01 02:08:14 +0000 2018, bRT @ProducToken: ProducToken (PROD) will be used as a main currency in the Productivist\s #blockchain with the objective of ensuring smooth, Plancrypto2, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, ,3936,4202,0, en, Positive
Tue May 01 02:08:16 +0000 2018, bRT @justinsuntron: Livestream with Taiwan legislator and #blockchain advocate Jason Hsu @augama will take place tonight at 9pm PST. Link co, noziabpuh03l, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,52,0, es, Neutral
Tue May 01 02:08:17 +0000 2018, bRT @murthaburke: Get Healthy With Some Coconut Based Oils! \\nhttps://t.co/Aov8NdtxYS \\n#blockchain #cryptocurrency #crypto #ethereum #trapadr, cmzwfrivw1670, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,64,0, en, Positive
Tue May 01 02:08:18 +0000 2018, bNice project join now https://t.co/2XpWGEhbwp, rajeshb48141097, <a href=https://mobile.twitter.com rel=nofollow>Twitter Lite</a>, ,12,169,0, en, Positive
Tue May 01 02:08:19 +0000 2018, blmaooo...Bitcoin isn\t a scam.  Clearly you don\t know anything about the blockchain smh. https://t.co/HbJ5wPNZ98, HodlLove, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, MOON,101,156,0, en, Positive
Tue May 01 02:08:21 +0000 2018, bRT @sshawki: Emily Chang Up next: the conversation every parent dreads. How to talk to your children about blockchain  Silicon Valley ht, sshawki, <a href=http://twitter.com/download/iphone rel=nofollow>Twitter for iPhone</a>, silicon valley,4392,1187,0, en, Neutral
Tue May 01 02:08:23 +0000 2018, bRT @UserExperienceU: #Getting into #User #Experience Part 2 #Futurist #IoT #BlockChain #Agile #DevOps  https://t.co/wxMdKo5rat https://t.co, shaunta3756cd, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,0,0, ru, Neutral
Tue May 01 02:08:25 +0000 2018, bRT @UserExperienceU: #DigitalBusiness and #AI should use Hegelian Logic to find very different and valuable customer insights #Futurist #Io, ia2gUXgnAIguuLn, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, ,0,49,0, en, Neutral
Tue May 01 02:08:25 +0000 2018, bRT @murthaburke: Free Shipping for Vitamins and Nutrition\s!! \\nhttps://t.co/0fezUzhlHY \\n#blockchain #cryptocurrency #crypto #ethereum #trap, g21krnA7IB9JB4q, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, ,0,40,0, en, Positive
Tue May 01 02:08:25 +0000 2018, bRT @worldopoly: Worldopoly got overall score 4.9 out of 5 in new ICO listing! https://t.co/HwTHkvY3Qj #ico #icolist #presale #blockchain, jefrizal98, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, simpang supra rohul,3366,4248,0, id, Positive
Tue May 01 02:08:27 +0000 2018, bRT @terra_virtua: 50% bonus for Terra Virtua $TVT tokens is ending! Don\t miss out! Move quickly before the bonus drops to 30%!  https://, rajeshb48141097, <a href=https://mobile.twitter.com rel=nofollow>Twitter Lite</a>, ,12,169,0, en, Positive
Tue May 01 02:08:27 +0000 2018, bRT @INSPEM_COM: Join ICO: https://t.co/ZKyAZ6cqDk \\nBlockcain based artificial intelligence that able to recognize faces and objects using s, endermandog, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,544,829,0, ru, Negative
Tue May 01 02:08:27 +0000 2018, bThe Use of Blockchain in the eSports Industry https://t.co/x15rRn2Xj9, MyNameIsMachine, <a href=https://dlvrit.com/ rel=nofollow>dlvr.it</a>, ,39,40,0, en, Neutral
Tue May 01 02:08:28 +0000 2018, bRT @Airdrop_Alarm: Swachhcoin Airdrop || 123 $SCX worth $5\\n\\nBlockchain integrated with coming of age technologies like IoT &amp; adaptive intel, SandsmarjudgOta, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ����������,891,514,0, ru, Positive
Tue May 01 02:08:28 +0000 2018, bRT @UserExperienceU: #UbiNET Inc. expands into Florida to deliver #UbiNETPlatform #Futurist #IoT #BlockChain #Agile #DevOps  https://t.co/P, deloise7348bo, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,0,0, th, Neutral
Tue May 01 02:08:28 +0000 2018, bRT @EuropeanCryptoB: European Crypto Bank and Archos partnership.\\nhttps://t.co/v50Q3dfL2D\\n\\n@ARCHOS @EuropeanCryptoB @ECB_RU #europeanCrypto, EEliwan, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, Rio de Janeiro,5974,4411,0, pt, Neutral
Tue May 01 02:08:29 +0000 2018, bRT @CryptoPolicecom: This week Arturs and Karolina had opportunity to participate in meetups in Zurich and Zug and attend #BlockchainSummit, axiomheartpulse, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ������������,518,427,0, ru, Neutral
Tue May 01 02:08:30 +0000 2018, bRT @ValaAfshar: 13 technologies of next decade:\\n\\n1 #AI (machine learning) \\n2 #IoT\\n3 #blockchain \\n4 3D printing \\n5 mobile\\n6 autonomous, patelprabhakar2, <a href=http://twitter.com/download/iphone rel=nofollow>Twitter for iPhone</a>, ,36,92,0, en, Positive
Tue May 01 02:08:30 +0000 2018, bRT @movies_chain: Making a #movie used to mean having to have a lot of equipment to shoot and then edit it. All that equipment costs money, lengthmint, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,546,813,0, ru, Negative
Tue May 01 02:08:31 +0000 2018, bRT @aelfblockchain: #6DaysLeft  Joining hands with our partners to bring innovation to businesses through blockchain #aelf https://t.co/B4, razy_rany, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, 0xC4240904cB9f6a3831e816d1288Cf0256B3f7ec0,715,861,0, en, Neutral
